hemisphere,nday,min,q1,mean,median,q3,max
north,335,10.183,10.974,11.582975609756097,11.578,12.305,12.822
north,336,10.355,11.05875,11.654225,11.591000000000001,12.3445,12.85
north,337,10.387,11.1455,11.7218,11.7405,12.32125,12.988
north,338,10.369,11.264500000000002,11.820625,11.7375,12.49725,13.032
north,339,10.415,11.333749999999998,11.8683,11.794,12.476999999999999,13.018
north,340,10.461,11.41375,11.96625,11.859,12.54775,13.134
north,341,10.662,11.5,12.03185,11.954,12.635,13.223
north,342,10.683,11.585,12.119325,12.0905,12.74775,13.298
north,343,10.8,11.68925,12.184425000000001,12.1585,12.723500000000001,13.351
north,344,11.071,11.73825,12.26725,12.249500000000001,12.800749999999999,13.374
north,345,11.244,11.8345,12.3312,12.335,12.72675,13.503
north,346,11.266,11.926499999999999,12.4013,12.402000000000001,12.83175,13.569
north,347,11.348,12.0415,12.46105,12.3745,12.851750000000001,13.629
north,348,11.514,12.094999999999999,12.538275,12.459,12.99175,13.695
north,349,11.541,12.03525,12.58155,12.5495,13.0425,13.84
north,350,11.715,12.1205,12.651,12.6095,13.11525,13.91
north,351,11.762,12.21375,12.6978,12.663,13.1395,13.895
north,352,11.774,12.27375,12.765625,12.739,13.268,13.802
north,353,11.867,12.368,12.80615,12.744,13.24775,14.016
north,354,11.966,12.448500000000001,12.875075,12.8225,13.3265,13.893
north,355,11.841,12.48775,12.919425,12.870000000000001,13.337,13.963
north,356,11.831,12.5705,12.9868,12.914,13.467,13.976
north,357,11.737,12.5955,13.029875,12.9725,13.54225,14.099
north,358,11.865,12.6775,13.089974999999999,13.0275,13.597999999999999,14.071
north,359,12.027,12.67625,13.1253,13.023,13.60525,14.183
north,360,12.088,12.746500000000001,13.1591,13.017,13.6595,14.124
north,361,12.235,12.843,13.193275,13.091999999999999,13.5975,14.144
north,362,12.223,12.89325,13.267175,13.1735,13.801499999999999,14.172
north,363,12.273,12.926,13.2926,13.197,13.72625,14.159
north,364,12.397,12.9305,13.346125,13.26,13.89725,14.224
north,365,12.553,12.931249999999999,13.322,13.2545,13.754999999999999,14.211
